season_year,round_number,circuit_id,driver_id,starting_grid_position,finishing_position,grid_penalty_places,grid_penalty_flag,q2_flag,q3_flag,driver_points_scored,driver_championship_rank,constructor_id,constructor_points_scored,constructor_championship_rank,rqtd_sec,rqtd_pct
2022,13,hungaroring,russell,1,3,0,0,1,1,158,4,mercedes,304,3,0.0,0.0
2022,13,hungaroring,sainz,2,4,0,0,1,1,156,5,ferrari,334,2,0.04399999999999693,0.056864442922321956
2022,13,hungaroring,perez,11,5,0,0,1,0,173,3,red_bull,431,1,1.1389999999999958,1.472013647466297
2022,13,hungaroring,leclerc,3,6,0,0,1,1,178,2,ferrari,334,2,0.19000000000001194,0.24555100352818826
2022,13,hungaroring,norris,4,7,0,0,1,1,76,7,mclaren,95,5,0.3920000000000101,0.5066104914897229
2022,13,hungaroring,alonso,6,8,0,0,1,1,41,10,alpine,99,4,0.527000000000001,0.6810809413650087
2022,13,hungaroring,ocon,5,9,0,0,1,1,58,8,alpine,99,4,0.6410000000000053,0.8284115434819217
2022,13,hungaroring,vettel,18,10,0,0,0,0,16,14,aston_martin,20,9,1.8960000000000008,2.4503405404706857
2022,13,hungaroring,stroll,14,11,0,0,1,0,4,18,aston_martin,20,9,1.7600000000000051,2.274577716892634
2022,13,hungaroring,gasly,0,12,-19,0,0,0,16,13,alphatauri,27,8,2.1500000000000057,2.7786034609767807
2022,13,hungaroring,zhou,12,13,0,0,1,0,5,17,alfa,51,6,1.1960000000000122,1.5456789485247757
2022,13,hungaroring,mick_schumacher,15,14,0,0,1,0,12,15,haas,34,7,1.7870000000000061,2.309471806867691
2022,13,hungaroring,ricciardo,9,15,0,0,1,1,19,12,mclaren,95,5,0.8210000000000122,1.0610388099823176
2022,13,hungaroring,kevin_magnussen,13,16,0,0,1,0,22,11,haas,34,7,1.4480000000000075,1.8713571216252944
2022,13,hungaroring,albon,17,17,0,0,0,0,3,19,williams,3,10,1.8790000000000049,2.428370187523421
2022,13,hungaroring,latifi,19,18,-1,0,0,0,0,20,williams,3,10,2.192999999999998,2.8341755301963145
2022,13,hungaroring,tsunoda,16,19,0,0,0,0,11,16,alphatauri,27,8,1.8629999999999995,2.4076922082789443
2022,13,hungaroring,bottas,8,20,0,0,1,1,46,9,alfa,51,6,0.7800000000000011,1.0080514881683156
2022,14,spa,max_verstappen,14,1,13,1,1,1,284,1,red_bull,475,1,0.0,0.0
2022,14,spa,perez,2,2,-1,0,1,1,191,2,red_bull,475,1,0.7970000000000113,0.7688226498818507
2022,14,spa,sainz,1,3,-1,0,1,1,171,4,ferrari,357,2,0.632000000000005,0.6096561037958859
2022,14,spa,russell,5,4,-3,0,1,1,170,5,mercedes,316,3,1.7960000000000065,1.7325037380022223
2022,14,spa,alonso,3,5,-3,0,1,1,51,9,alpine,115,4,1.703000000000003,1.642791684753786
2022,14,spa,leclerc,15,6,11,1,1,1,186,3,ferrari,357,2,0.8860000000000099,0.8546761201948749
2022,14,spa,ocon,16,7,11,1,1,1,64,8,alpine,115,4,1.5150000000000148,1.4614382867891962
2022,14,spa,vettel,10,8,-6,0,0,0,20,12,aston_martin,24,9,2.679000000000002,2.5842859209955105
2022,14,spa,gasly,0,9,-12,0,1,0,18,14,alphatauri,29,8,2.162000000000006,2.085564076592883
2022,14,spa,albon,6,10,-3,0,1,1,4,18,williams,4,10,2.007000000000005,1.9360439878454594
2022,14,spa,stroll,9,11,-5,0,1,0,4,19,aston_martin,24,9,2.591000000000008,2.499397096416356
2022,14,spa,norris,17,12,7,1,1,1,76,7,mclaren,95,5,1.9380000000000166,1.86948343220954
2022,14,spa,tsunoda,0,13,-19,0,0,0,11,16,alphatauri,29,8,3.0270000000000152,2.9199826363768056
2022,14,spa,zhou,18,14,5,1,1,0,5,17,alfa,51,6,2.420000000000016,2.334442675927284
2022,14,spa,ricciardo,7,15,-4,0,1,0,19,13,mclaren,95,5,2.102000000000004,2.027685332561613
2022,14,spa,kevin_magnussen,12,16,-6,0,0,0,22,11,haas,34,7,2.89200000000001,2.789755462306487
2022,14,spa,mick_schumacher,19,17,4,1,1,0,12,15,haas,34,7,2.6770000000000067,2.5823566295278155
2022,14,spa,latifi,11,18,-6,0,0,0,0,20,williams,4,10,2.7360000000000184,2.639270727825216
2022,14,spa,bottas,13,19,-7,0,0,0,46,10,alfa,51,6,4.201000000000008,4.052476727921683
2022,14,spa,hamilton,4,20,-3,0,1,1,146,6,mercedes,316,3,1.7550000000000097,1.6929532629142097
2022,15,zandvoort,max_verstappen,1,1,0,0,1,1,310,1,red_bull,511,1,0.0,0.0
2022,15,zandvoort,russell,6,2,0,0,1,1,188,4,mercedes,346,3,0.4819999999999993,0.6852236217338215
2022,15,zandvoort,leclerc,2,3,0,0,1,1,201,2,ferrari,376,2,0.021000000000000796,0.02985414119587304
2022,15,zandvoort,hamilton,4,4,0,0,1,1,158,6,mercedes,346,3,0.3059999999999974,0.4350174859969913
2022,15,zandvoort,perez,5,5,0,0,1,1,201,3,red_bull,511,1,0.7349999999999994,1.044894941855512
2022,15,zandvoort,alonso,13,6,0,0,1,0,59,9,alpine,125,4,1.2710000000000008,1.8068863552358483
2022,15,zandvoort,norris,7,7,0,0,1,1,82,7,mclaren,101,5,0.7740000000000009,1.1003383469335493
2022,15,zandvoort,sainz,3,8,0,0,1,1,175,5,ferrari,376,2,0.09199999999999875,0.13078957095333799
2022,15,zandvoort,ocon,12,9,0,0,1,0,66,8,alpine,125,4,1.2630000000000052,1.7955133490660025
2022,15,zandvoort,stroll,10,10,0,0,1,1,5,18,aston_martin,25,9,1.073999999999998,1.526826078303145
2022,15,zandvoort,gasly,11,11,0,0,1,0,18,14,alphatauri,29,8,1.1700000000000017,1.6633021523414282
2022,15,zandvoort,albon,15,12,0,0,1,0,4,19,williams,4,10,1.3529999999999944,1.923459668476868
2022,15,zandvoort,mick_schumacher,8,13,0,0,1,1,12,15,haas,34,7,1.078000000000003,1.5325125813880902
2022,15,zandvoort,vettel,19,14,0,0,0,0,20,12,aston_martin,25,9,2.0490000000000066,2.9129112052543427
2022,15,zandvoort,kevin_magnussen,18,15,0,0,0,0,22,11,haas,34,7,1.9770000000000039,2.8105541497256414
2022,15,zandvoort,zhou,14,16,0,0,1,0,5,17,alfa,51,6,1.362000000000009,1.9362543004179722
2022,15,zandvoort,ricciardo,17,17,0,0,0,0,19,13,mclaren,101,5,1.7390000000000043,2.4722072161724284
2022,15,zandvoort,latifi,20,18,0,0,0,0,0,20,williams,4,10,3.0109999999999957,4.280515197179491
2022,15,zandvoort,bottas,16,19,0,0,0,0,46,10,alfa,51,6,1.6189999999999998,2.3016121236245857
2022,15,zandvoort,tsunoda,9,20,0,0,1,1,11,16,alphatauri,29,8,1.0849999999999937,1.5424639617866998
2022,16,monza,max_verstappen,7,1,5,1,1,1,335,1,red_bull,545,1,0.14499999999999602,0.18088596699141757
2022,16,monza,leclerc,1,2,0,0,1,1,219,2,ferrari,406,2,0.0,0.0
2022,16,monza,russell,2,3,-4,0,1,1,203,4,mercedes,371,3,1.3810000000000002,1.7227828994149208
2022,16,monza,sainz,18,4,15,1,1,1,187,5,ferrari,406,2,0.2680000000000007,0.334327166577264
2022,16,monza,hamilton,19,5,14,1,1,1,168,6,mercedes,371,3,1.3629999999999995,1.7003280897194495
2022,16,monza,perez,13,6,9,1,1,1,210,3,red_bull,545,1,1.0450000000000017,1.303626451765827
2022,16,monza,norris,3,7,-4,0,1,1,88,7,mclaren,107,5,1.4230000000000018,1.7751774553710575
2022,16,monza,gasly,5,8,-4,0,1,1,22,11,alphatauri,33,8,1.8490000000000038,2.306607951497619
2022,16,monza,de_vries,8,9,-5,0,1,0,2,20,williams,6,10,2.3100000000000023,2.8817005775876092
2022,16,monza,zhou,9,10,-5,0,1,0,6,17,alfa,52,6,1.8419999999999987,2.297875525504911
2022,16,monza,ocon,14,11,3,1,1,0,66,8,alpine,125,4,1.968999999999994,2.4563066828008573
2022,16,monza,mick_schumacher,17,12,-3,0,0,0,12,15,haas,34,7,2.843999999999994,3.547859931887065
2022,16,monza,bottas,15,13,3,1,1,0,46,10,alfa,52,6,2.073999999999998,2.5872930726912102
2022,16,monza,tsunoda,20,14,5,1,1,0,11,16,alphatauri,33,8,1.8589999999999947,2.3190828457728685
2022,16,monza,latifi,10,15,-6,0,0,0,0,21,williams,6,10,2.426000000000002,3.0264093511807477
2022,16,monza,kevin_magnussen,16,16,-3,0,0,0,22,12,haas,34,7,2.747,3.4268534574169562
2022,16,monza,ricciardo,4,17,-4,0,1,1,19,14,mclaren,107,5,1.6940000000000026,2.1132470902309075
2022,16,monza,stroll,12,18,-6,0,0,0,5,18,aston_martin,25,9,2.5870000000000033,3.227255149012609
2022,16,monza,alonso,6,19,-4,0,1,1,59,9,alpine,125,4,1.7000000000000028,2.1207320267960794
2022,16,monza,vettel,11,20,-6,0,0,0,20,13,aston_martin,25,9,2.4749999999999943,3.08753633312957
2022,17,marina_bay,perez,2,1,0,0,1,1,235,3,red_bull,576,1,0.02199999999999136,0.02010748363980852
2022,17,marina_bay,leclerc,1,2,0,0,1,1,237,2,ferrari,439,2,0.0,0.0
2022,17,marina_bay,sainz,4,3,0,0,1,1,202,5,ferrari,439,2,0.17099999999999227,0.15628998647314596
2022,17,marina_bay,norris,6,4,0,0,1,1,100,7,mclaren,129,4,1.171999999999997,1.0711804920849666
2022,17,marina_bay,ricciardo,16,5,-1,0,0,0,29,11,mclaren,129,4,6.813999999999993,6.227836069169745
2022,17,marina_bay,stroll,11,6,-1,0,1,0,13,15,aston_martin,37,7,4.798999999999992,4.3861733630680355
2022,17,marina_bay,max_verstappen,8,7,0,0,1,1,341,1,red_bull,576,1,1.983000000000004,1.8124154571710571
2022,17,marina_bay,vettel,13,8,-1,0,1,0,24,12,aston_martin,37,7,4.967999999999989,4.540635396483017
2022,17,marina_bay,hamilton,3,9,0,0,1,1,170,6,mercedes,373,3,0.054000000000002046,0.0493547325704613
2022,17,marina_bay,gasly,7,10,0,0,1,1,23,13,alphatauri,34,9,1.7989999999999924,1.6442437758198203
2022,17,marina_bay,bottas,15,11,-1,0,0,0,46,10,alfa,52,6,6.670999999999992,6.097137425510901
2022,17,marina_bay,kevin_magnussen,9,12,0,0,1,1,22,14,haas,34,8,2.1610000000000014,1.9751032793477785
2022,17,marina_bay,mick_schumacher,12,13,-1,0,1,0,12,16,haas,34,8,4.957999999999998,4.531495631192195
2022,17,marina_bay,russell,0,14,-11,0,1,0,203,4,mercedes,373,3,4.599999999999994,4.204292033780566
2022,17,marina_bay,tsunoda,10,15,0,0,1,1,11,17,alphatauri,34,9,2.570999999999998,2.349833656271705
2022,17,marina_bay,ocon,17,16,-1,0,0,0,66,8,alpine,125,5,6.924999999999997,6.329287463897915
2022,17,marina_bay,albon,18,17,-1,0,0,0,4,19,williams,6,10,7.572999999999993,6.921544254743539
2022,17,marina_bay,alonso,5,18,0,0,1,1,59,9,alpine,125,5,0.554000000000002,0.5063429971118305
2022,17,marina_bay,latifi,19,19,-1,0,0,0,0,21,williams,6,10,8.11999999999999,7.421489416151794
2022,17,marina_bay,zhou,14,20,-1,0,1,0,6,18,alfa,52,6,5.962999999999994,5.450042042920322
2022,18,suzuka,max_verstappen,1,1,0,0,1,1,366,1,red_bull,619,1,0.0,0.0
2022,18,suzuka,perez,4,2,0,0,1,1,253,2,red_bull,619,1,0.40500000000000114,0.4535071217414588
2022,18,suzuka,leclerc,2,3,0,0,1,1,252,3,ferrari,454,2,0.009999999999990905,0.011197706709653588
2022,18,suzuka,ocon,5,4,0,0,1,1,78,8,alpine,143,4,0.86099999999999,0.9641225477022175
2022,18,suzuka,hamilton,6,5,0,0,1,1,180,6,mercedes,387,3,0.9569999999999936,1.0716205321150252
2022,18,suzuka,vettel,9,6,0,0,1,1,32,11,aston_martin,45,7,1.25,1.3997133387082306
2022,18,suzuka,alonso,7,7,0,0,1,1,65,9,alpine,143,4,1.0180000000000007,1.1399265430439787
2022,18,suzuka,russell,8,8,0,0,1,1,207,4,mercedes,387,3,1.0849999999999937,1.2149511779987465
2022,18,suzuka,latifi,20,9,0,0,0,0,2,20,williams,8,10,2.2069999999999936,2.4713338708232557
2022,18,suzuka,norris,10,10,0,0,1,1,101,7,mclaren,130,5,1.168999999999997,1.3090119143599255
2022,18,suzuka,ricciardo,11,11,0,0,1,0,29,12,mclaren,130,5,1.3549999999999898,1.5172892591597043
2022,18,suzuka,stroll,19,12,0,0,0,0,13,15,aston_martin,45,7,2.114999999999995,2.3683149690943317
2022,18,suzuka,tsunoda,13,13,0,0,1,0,11,17,alphatauri,34,9,1.5039999999999907,1.6841350891337425
2022,18,suzuka,kevin_magnussen,18,14,0,0,0,0,22,14,haas,34,8,2.048000000000002,2.293290334139564
2022,18,suzuka,bottas,12,15,0,0,1,0,46,10,alfa,52,6,1.4050000000000011,1.573277792708061
2022,18,suzuka,zhou,14,16,0,0,1,0,6,18,alfa,52,6,1.5900000000000034,1.7804353668368744
2022,18,suzuka,mick_schumacher,15,17,0,0,1,0,12,16,haas,34,8,1.847999999999999,2.069336199946248
2022,18,suzuka,gasly,17,18,0,0,0,0,23,13,alphatauri,34,9,2.0180000000000007,2.259697214010581
2022,18,suzuka,sainz,3,19,0,0,1,1,202,5,ferrari,454,2,0.05700000000000216,0.06382692824509206
2022,18,suzuka,albon,16,20,0,0,0,0,4,19,williams,8,10,2.007000000000005,2.2473797366299397
2022,19,americas,max_verstappen,2,1,-1,0,1,1,391,1,red_bull,656,1,0.09200000000001296,0.09750307346645393
2022,19,americas,hamilton,3,2,-2,0,1,1,198,6,mercedes,416,3,0.5910000000000082,0.6263512654203218
2022,19,americas,leclerc,12,3,10,1,1,1,267,2,ferrari,469,2,0.06499999999999773,0.06888804103606372
2022,19,americas,perez,9,4,5,1,1,1,265,3,red_bull,656,1,0.2890000000000157,0.3062868286065612
2022,19,americas,russell,4,5,-2,0,1,1,218,4,mercedes,416,3,0.632000000000005,0.6698037220738584
2022,19,americas,norris,6,6,-2,0,1,1,109,7,mclaren,138,5,1.3340000000000032,1.413794565263471
2022,19,americas,alonso,14,7,5,1,1,1,71,9,alpine,149,4,1.5200000000000102,1.6109203442282505
2022,19,americas,vettel,10,8,-2,0,1,0,36,11,aston_martin,49,7,2.0420000000000016,2.164144304548743
2022,19,americas,kevin_magnussen,13,9,-3,0,0,0,24,13,haas,36,8,2.5930000000000035,2.748102929331475
2022,19,americas,tsunoda,19,10,4,1,1,0,12,17,alphatauri,35,9,2.451999999999998,2.5986688710839756
2022,19,americas,ocon,0,11,-18,0,0,0,78,8,alpine,149,4,2.7120000000000033,2.874221035228297
2022,19,americas,zhou,18,12,4,1,1,0,6,18,alfa,52,6,2.3000000000000114,2.4375768366611705
2022,19,americas,albon,8,13,-3,0,1,0,4,19,williams,8,10,2.0120000000000005,2.132349824070534
2022,19,americas,gasly,11,14,-2,0,1,0,23,14,alphatauri,35,9,2.2210000000000036,2.3538513714019382
2022,19,americas,mick_schumacher,16,15,-3,0,0,0,12,16,haas,36,8,2.7549999999999955,2.919793123913683
2022,19,americas,ricciardo,15,16,-2,0,0,0,29,12,mclaren,138,5,2.6899999999999977,2.8509050828776195
2022,19,americas,latifi,17,17,-3,0,0,0,2,20,williams,8,10,2.8880000000000052,3.0607486540336737
2022,19,americas,stroll,5,18,-2,0,1,1,13,15,aston_martin,49,7,1.2420000000000044,1.3162914917970392
2022,19,americas,bottas,7,19,-3,0,1,1,46,10,alfa,52,6,1.963000000000008,2.0804188392895107
2022,19,americas,sainz,1,20,0,0,1,1,202,5,ferrari,469,2,0.0,0.0
2022,20,rodriguez,max_verstappen,1,1,0,0,1,1,416,1,red_bull,696,1,0.0,0.0
2022,20,rodriguez,hamilton,3,2,0,0,1,1,216,5,mercedes,447,3,0.3089999999999975,0.3972999035679825
2022,20,rodriguez,perez,4,3,0,0,1,1,280,2,red_bull,696,1,0.35299999999999443,0.45387335261972694
2022,20,rodriguez,russell,2,4,0,0,1,1,231,4,mercedes,447,3,0.30400000000000205,0.39087110253936963
2022,20,rodriguez,sainz,5,5,0,0,1,1,212,6,ferrari,487,2,0.5759999999999934,0.7405978784956524
2022,20,rodriguez,leclerc,7,6,0,0,1,1,275,3,ferrari,487,2,0.7800000000000011,1.0028929604628756
2022,20,rodriguez,ricciardo,11,7,0,0,1,0,35,12,mclaren,146,5,1.5499999999999972,1.9929283188685254
2022,20,rodriguez,ocon,10,8,0,0,1,1,82,8,alpine,153,4,1.2349999999999994,1.5879138540662252
2022,20,rodriguez,norris,8,9,0,0,1,1,111,7,mclaren,146,5,0.945999999999998,1.216329154612672
2022,20,rodriguez,bottas,6,10,0,0,1,1,47,10,alfa,53,6,0.6259999999999906,0.8048858887817367
2022,20,rodriguez,gasly,14,11,0,0,1,0,23,14,alphatauri,35,9,1.8969999999999914,2.4390871102539347
2022,20,rodriguez,albon,17,12,-2,0,0,0,4,19,williams,8,10,3.084000000000003,3.9652844744455296
2022,20,rodriguez,zhou,12,13,0,0,1,0,6,18,alfa,53,6,1.7009999999999934,2.187078109932483
2022,20,rodriguez,vettel,16,14,-1,0,0,0,36,11,aston_martin,49,7,2.6439999999999912,3.3995499839279963
2022,20,rodriguez,stroll,20,15,2,1,0,0,13,15,aston_martin,49,7,2.7449999999999903,3.52941176470587
2022,20,rodriguez,mick_schumacher,15,16,-1,0,0,0,12,16,haas,36,8,2.6439999999999912,3.3995499839279963
2022,20,rodriguez,kevin_magnussen,19,17,4,1,1,0,24,13,haas,36,8,2.0579999999999927,2.646094503375118
2022,20,rodriguez,latifi,18,18,-2,0,0,0,2,20,williams,8,10,3.391999999999996,4.361298617807763
2022,20,rodriguez,alonso,9,19,0,0,1,1,71,9,alpine,153,4,1.1639999999999873,1.4966248794599624
2022,20,rodriguez,tsunoda,13,20,0,0,1,0,12,17,alphatauri,35,9,1.813999999999993,2.3323690131790364
2022,21,interlagos,russell,1,1,-2,0,1,1,265,4,mercedes,505,3,0.4369999999999976,0.6165262905432956
2022,21,interlagos,hamilton,2,2,-6,0,1,1,240,5,mercedes,505,3,0.6580000000000013,0.9283164740903738
2022,21,interlagos,sainz,7,3,2,1,1,1,234,6,ferrari,524,2,0.009000000000000341,0.012697337791500729
2022,21,interlagos,leclerc,5,4,-5,0,1,1,290,2,ferrari,524,2,0.06900000000000261,0.097346256401587
2022,21,interlagos,alonso,17,5,10,1,1,1,81,9,alpine,167,4,0.5130000000000052,0.7237482541160523
2022,21,interlagos,max_verstappen,3,6,1,1,1,1,429,1,red_bull,719,1,0.0,0.0
2022,21,interlagos,perez,4,7,-5,0,1,1,290,3,red_bull,719,1,0.5750000000000028,0.8112188033464474
2022,21,interlagos,ocon,16,8,10,1,1,1,86,8,alpine,167,4,0.7060000000000031,0.9960356089784295
2022,21,interlagos,bottas,14,9,-4,0,0,0,49,10,alfa,55,6,4.605000000000004,6.496804503322484
2022,21,interlagos,stroll,15,10,0,0,1,0,14,15,aston_martin,50,7,1.3290000000000077,1.8749735472129547
2022,21,interlagos,vettel,9,11,-4,0,1,0,36,11,aston_martin,50,7,0.796999999999997,1.12441980220368
2022,21,interlagos,zhou,13,12,-4,0,0,0,6,18,alfa,55,6,4.3160000000000025,6.0890788786839956
2022,21,interlagos,mick_schumacher,12,13,-8,0,0,0,12,16,haas,37,8,5.480000000000004,7.731267899719252
2022,21,interlagos,gasly,10,14,-2,0,1,0,23,14,alphatauri,35,9,0.7939999999999969,1.1201873562731945
2022,21,interlagos,albon,19,15,8,1,1,0,4,19,williams,8,10,0.75,1.058111482625801
2022,21,interlagos,latifi,18,16,2,1,0,0,2,20,williams,8,10,4.213999999999999,5.945175717046869
2022,21,interlagos,tsunoda,0,17,-19,0,0,0,12,17,alphatauri,35,9,5.382999999999996,7.594418814632964
2022,21,interlagos,norris,6,18,2,1,1,1,113,7,mclaren,148,5,0.4959999999999951,0.6997643938432052
2022,21,interlagos,kevin_magnussen,8,19,7,1,1,1,25,13,haas,37,8,0.5289999999999964,0.7463212990787227
2022,21,interlagos,ricciardo,11,20,-3,0,1,0,35,12,mclaren,148,5,1.2590000000000003,1.776216475501191
2022,22,yas_marina,max_verstappen,1,1,0,0,1,1,454,1,red_bull,759,1,0.0,0.0
2022,22,yas_marina,leclerc,3,2,0,0,1,1,308,2,ferrari,554,2,0.2680000000000007,0.3197175033403221
2022,22,yas_marina,perez,2,3,0,0,1,1,305,3,red_bull,759,1,0.22799999999999443,0.27199847299101965
2022,22,yas_marina,sainz,4,4,0,0,1,1,246,5,ferrari,554,2,0.41800000000000637,0.4986638671502286
2022,22,yas_marina,russell,6,5,0,0,1,1,275,4,mercedes,515,3,0.6869999999999976,0.8195743462492855
2022,22,yas_marina,norris,7,6,0,0,1,1,122,7,mclaren,159,5,0.9450000000000074,1.1273620920023042
2022,22,yas_marina,ocon,8,7,0,0,1,1,92,8,alpine,173,4,1.0060000000000002,1.2001336132849705
2022,22,yas_marina,stroll,14,8,0,0,1,0,18,15,aston_martin,55,7,1.5350000000000108,1.8312177896545379
2022,22,yas_marina,ricciardo,13,9,3,1,1,1,37,11,mclaren,159,5,1.2210000000000036,1.4566234014124824
2022,22,yas_marina,vettel,9,10,0,0,1,1,37,12,aston_martin,55,7,1.1370000000000005,1.3564134376789383
2022,22,yas_marina,tsunoda,11,11,-1,0,1,0,12,17,alphatauri,35,9,1.394999999999996,1.664201183431957
2022,22,yas_marina,zhou,15,12,0,0,1,0,6,18,alfa,55,6,1.5840000000000032,1.889673601832409
2022,22,yas_marina,albon,19,13,0,0,0,0,4,19,williams,8,10,2.2039999999999935,2.6293185722465973
2022,22,yas_marina,gasly,17,14,0,0,0,0,23,14,alphatauri,35,9,2.035000000000011,2.4277056690208187
2022,22,yas_marina,bottas,18,15,0,0,0,0,49,10,alfa,55,6,2.067999999999998,2.4670738690589777
2022,22,yas_marina,mick_schumacher,12,16,-1,0,1,0,12,16,haas,37,8,1.4009999999999962,1.6713590379843435
2022,22,yas_marina,kevin_magnussen,16,17,0,0,0,0,25,13,haas,37,8,2.010000000000005,2.3978812750524936
2022,22,yas_marina,hamilton,5,18,0,0,1,1,240,6,mercedes,515,3,0.6839999999999975,0.8159954189730811
2022,22,yas_marina,latifi,20,19,0,0,0,0,2,20,williams,8,10,2.230000000000004,2.660335941973657
2022,22,yas_marina,alonso,10,20,-1,0,1,0,81,9,alpine,173,4,1.2720000000000056,1.5174651651078452
2023,1,bahrain,max_verstappen,1,1,0,0,1,1,25,1,red_bull,43,1,0.0,0.0
2023,1,bahrain,perez,2,2,0,0,1,1,18,2,red_bull,43,1,0.13800000000000523,0.15383243411959402
2023,1,bahrain,alonso,5,3,0,0,1,1,15,3,aston_martin,23,2,0.6280000000000001,0.7000490480224775
2023,1,bahrain,sainz,4,4,0,0,1,1,12,4,ferrari,12,4,0.44599999999999795,0.49716859142996395
2023,1,bahrain,hamilton,7,5,0,0,1,1,10,5,mercedes,16,3,0.6760000000000019,0.7535559816292947
2023,1,bahrain,stroll,8,6,0,0,1,1,8,6,aston_martin,23,2,1.1280000000000001,1.2574129397601164
2023,1,bahrain,russell,6,7,0,0,1,1,6,7,mercedes,16,3,0.632000000000005,0.7045079591563752
2023,1,bahrain,bottas,12,8,0,0,1,0,4,8,alfa,4,5,1.7349999999999994,1.934052704329603
2023,1,bahrain,gasly,20,9,0,0,0,0,2,9,alpine,2,6,2.472999999999999,2.756721808534346
2023,1,bahrain,albon,15,10,0,0,1,0,1,10,williams,1,7,1.7530000000000001,1.9541178044321539
2023,1,bahrain,tsunoda,14,11,0,0,1,0,0,11,alphatauri,0,8,1.6920000000000073,1.8861194096401634
2023,1,bahrain,sargeant,16,12,0,0,0,0,0,12,williams,1,7,1.9440000000000026,2.167030811075943
2023,1,bahrain,kevin_magnussen,17,13,0,0,0,0,0,13,haas,0,9,2.1839999999999975,2.434565479110007
2023,1,bahrain,de_vries,19,14,0,0,0,0,0,14,alphatauri,0,8,2.413000000000011,2.6898381415258577
2023,1,bahrain,hulkenberg,10,15,0,0,1,1,0,15,haas,0,9,1.100999999999999,1.2273152896062678
2023,1,bahrain,zhou,13,16,0,0,1,0,0,16,alfa,4,5,1.7650000000000006,1.9674945378338693
2023,1,bahrain,norris,11,17,0,0,1,0,0,17,mclaren,0,10,1.6730000000000018,1.8649395817541325
2023,1,bahrain,ocon,9,18,0,0,1,1,0,,alpine,2,6,1.206000000000003,1.3443617068711777
2023,1,bahrain,leclerc,3,19,0,0,1,1,0,,ferrari,12,4,0.2920000000000016,0.325500512774779
2023,1,bahrain,piastri,18,20,0,0,0,0,0,,mclaren,0,10,2.3930000000000007,2.6675435858563246
2023,2,jeddah,perez,1,1,0,0,1,1,43,2,red_bull,87,1,0.0,0.0
2023,2,jeddah,max_verstappen,15,2,0,0,1,0,44,1,red_bull,87,1,0.4959999999999951,0.5619441454710161
2023,2,jeddah,alonso,2,3,-1,0,1,1,30,3,aston_martin,38,2,0.4650000000000034,0.5268226363790873
2023,2,jeddah,russell,3,4,-1,0,1,1,18,6,mercedes,38,3,0.5919999999999987,0.6707075284654085
2023,2,jeddah,hamilton,7,5,-1,0,1,1,20,5,mercedes,38,3,0.9579999999999984,1.0853679261315419
2023,2,jeddah,sainz,4,6,-1,0,1,1,20,4,ferrari,26,4,0.6659999999999968,0.7545459695236012
2023,2,jeddah,leclerc,12,7,10,1,1,1,6,8,ferrari,26,4,0.15500000000000114,0.17560754545968837
2023,2,jeddah,ocon,6,8,-1,0,1,1,4,10,alpine,8,5,0.8130000000000024,0.9210898997337624
2023,2,jeddah,gasly,9,9,-1,0,1,1,4,11,alpine,8,5,1.0919999999999987,1.2371834815612104
2023,2,jeddah,kevin_magnussen,13,10,0,0,1,0,1,12,haas,1,7,1.3689999999999998,1.5510111595762766
2023,2,jeddah,tsunoda,16,11,0,0,0,0,0,14,alphatauri,0,9,1.6739999999999924,1.89656149096471
2023,2,jeddah,hulkenberg,10,12,-1,0,1,0,0,15,haas,1,7,1.1859999999999928,1.3436809607431988
2023,2,jeddah,zhou,11,13,-1,0,1,0,0,17,alfa,4,6,1.195999999999998,1.35501047980513
2023,2,jeddah,de_vries,18,14,0,0,0,0,0,18,alphatauri,0,9,1.9789999999999992,2.2421118223531433
2023,2,jeddah,piastri,8,15,-1,0,1,1,0,19,mclaren,0,10,0.9779999999999944,1.1080269642553597
2023,2,jeddah,sargeant,20,16,0,0,0,0,0,16,williams,1,8,40.24499999999999,45.59564946468022
2023,2,jeddah,norris,19,17,0,0,0,0,0,20,mclaren,0,10,2.182000000000002,2.472101059310039
2023,2,jeddah,bottas,14,18,0,0,1,0,4,9,alfa,4,6,1.4030000000000058,1.5895315243867891
2023,2,jeddah,albon,17,19,0,0,0,0,1,13,williams,1,8,1.7289999999999992,1.9588738458052424
2023,2,jeddah,stroll,5,20,-1,0,1,1,8,7,aston_martin,38,2,0.6799999999999926,0.7704072962102737
2023,3,albert_park,max_verstappen,1,1,0,0,1,1,69,1,red_bull,123,1,0.0,0.0
2023,3,albert_park,hamilton,3,2,0,0,1,1,38,4,mercedes,56,3,0.3719999999999999,0.4848042537663577
2023,3,albert_park,alonso,4,3,0,0,1,1,45,3,aston_martin,65,2,0.4069999999999965,0.5304175572121039
2023,3,albert_park,stroll,6,4,0,0,1,1,20,6,aston_martin,65,2,0.5759999999999934,0.7506646509930492
2023,3,albert_park,perez,20,5,0,0,0,0,54,2,red_bull,123,1,,
2023,3,albert_park,norris,13,6,0,0,1,0,8,8,mclaren,12,5,1.3870000000000005,1.8075900536933753
2023,3,albert_park,hulkenberg,10,7,0,0,1,1,6,9,haas,7,7,0.6800000000000068,0.8862013240890532
2023,3,albert_park,piastri,16,8,0,0,0,0,4,13,mclaren,12,5,1.7849999999999966,2.326278475733723
